time,Bx_target,By_target,Bz_target,Bx_meas,By_meas,Bz_meas,PWM_base_x,PWM_base_y,PWM_base_z,PWM_x,PWM_y,PWM_z,err_x,err_y,err_z
1775645529.743555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645529.7935195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645529.843509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645529.8935804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645529.943568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645529.9935558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.0436583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.0935133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.143492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.1934686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.2434604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.2935061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.3435056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.3935535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.4437392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.493519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.5435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.5935547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.643572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.6936114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.7435029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.7935123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.843579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.8935032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.9434948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645530.993489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.0434728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.0935378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.143473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.1935043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.2434583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.293506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.3434846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.393491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.4434834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.4935005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.543465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.5934877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775645531.643454,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645531.6934974,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645531.7434816,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645531.7935188,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645531.8434417,0.0,0.0,0.0,-118.8,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.4,41.624
1775645531.8934999,0.0,0.0,0.0,-118.8,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.4,41.624
1775645531.9434822,0.0,0.0,0.0,-118.8,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.4,41.624
1775645531.9935167,0.0,0.0,0.0,-118.8,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.4,41.624
1775645532.0434942,0.0,0.0,0.0,-118.95,74.25,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.25,41.624
1775645532.0935073,0.0,0.0,0.0,-118.95,74.25,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.25,41.624
1775645532.1434963,0.0,0.0,0.0,-118.95,74.25,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.25,41.624
1775645532.1935198,0.0,0.0,0.0,-118.95,74.25,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.25,41.624
1775645532.2434874,0.0,0.0,0.0,-118.95,74.25,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.25,41.624
1775645532.2935607,0.0,0.0,0.0,-119.1,74.25,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.25,41.382
1775645532.3434598,0.0,0.0,0.0,-119.1,74.25,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.25,41.382
1775645532.3935041,0.0,0.0,0.0,-119.1,74.25,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.25,41.382
1775645532.4434996,0.0,0.0,0.0,-119.1,74.25,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.25,41.382
1775645532.493501,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645532.5435047,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645532.593504,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645532.6435056,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645532.6934938,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645532.7435176,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645532.7935102,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645532.8435445,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645532.8934495,0.0,0.0,0.0,-118.95,73.8,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.8,41.624
1775645532.9434905,0.0,0.0,0.0,-118.95,73.8,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.8,41.624
1775645532.9935043,0.0,0.0,0.0,-118.95,73.8,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.8,41.624
1775645533.043497,0.0,0.0,0.0,-118.95,73.8,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.8,41.624
1775645533.0934103,0.0,0.0,0.0,-118.8,74.1,-42.35,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,42.35
1775645533.1435125,0.0,0.0,0.0,-118.8,74.1,-42.35,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,42.35
1775645533.1935089,0.0,0.0,0.0,-118.8,74.1,-42.35,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,42.35
1775645533.2434883,0.0,0.0,0.0,-118.8,74.1,-42.35,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,42.35
1775645533.293502,0.0,0.0,0.0,-118.8,74.1,-42.35,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,42.35
1775645533.3434663,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645533.3935156,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645533.4434912,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645533.4935312,0.0,0.0,0.0,-118.95,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-74.1,41.382
1775645533.5434806,0.0,0.0,0.0,-118.65,74.1,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.1,42.108
1775645533.593511,0.0,0.0,0.0,-118.65,74.1,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.1,42.108
1775645533.6434724,0.0,0.0,0.0,-118.65,74.1,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.1,42.108
1775645533.6934872,0.0,0.0,0.0,-118.65,74.1,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.1,42.108
1775645533.7434576,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645533.7935169,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645533.8434958,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645533.8935065,0.0,0.0,0.0,-118.8,73.65,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.65,41.382
1775645533.9434538,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645533.993506,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645534.0435152,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645534.0935094,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645534.143482,0.0,0.0,0.0,-119.1,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,119.1,-74.1,41.382
1775645534.1935008,0.0,0.0,0.0,-118.95,73.65,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.65,41.624
1775645534.2435026,0.0,0.0,0.0,-118.95,73.65,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.65,41.624
1775645534.293497,0.0,0.0,0.0,-118.95,73.65,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.65,41.624
1775645534.3435175,0.0,0.0,0.0,-118.95,73.65,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.95,-73.65,41.624
1775645534.3934891,0.0,0.0,0.0,-118.65,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.4,41.624
1775645534.4435046,0.0,0.0,0.0,-118.65,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.4,41.624
1775645534.493494,0.0,0.0,0.0,-118.65,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.4,41.624
1775645534.543512,0.0,0.0,0.0,-118.65,74.4,-41.624,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-74.4,41.624
1775645534.593464,0.0,0.0,0.0,-118.8,73.8,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.8,41.382
1775645534.6435196,0.0,0.0,0.0,-118.8,73.8,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.8,41.382
1775645534.6934934,0.0,0.0,0.0,-118.8,73.8,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.8,41.382
1775645534.7435122,0.0,0.0,0.0,-118.8,73.8,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-73.8,41.382
1775645534.79345,0.0,0.0,0.0,-118.2,74.25,-41.14,0.0,0.0,0.0,0.0,0.0,0.0,118.2,-74.25,41.14
1775645534.8435194,0.0,0.0,0.0,-118.2,74.25,-41.14,0.0,0.0,0.0,0.0,0.0,0.0,118.2,-74.25,41.14
1775645534.8935015,0.0,0.0,0.0,-118.2,74.25,-41.14,0.0,0.0,0.0,0.0,0.0,0.0,118.2,-74.25,41.14
1775645534.9435098,0.0,0.0,0.0,-118.2,74.25,-41.14,0.0,0.0,0.0,0.0,0.0,0.0,118.2,-74.25,41.14
1775645534.993494,0.0,0.0,0.0,-118.2,74.25,-41.14,0.0,0.0,0.0,0.0,0.0,0.0,118.2,-74.25,41.14
1775645535.0435255,0.0,0.0,0.0,-118.8,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,41.382
1775645535.0934732,0.0,0.0,0.0,-118.8,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,41.382
1775645535.143513,0.0,0.0,0.0,-118.8,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,41.382
1775645535.1935122,0.0,0.0,0.0,-118.8,74.1,-41.382,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.1,41.382
1775645535.2435036,0.0,0.0,0.0,-119.25,74.4,-40.656,0.0,0.0,0.0,0.0,0.0,0.0,119.25,-74.4,40.656
1775645535.2934906,0.0,0.0,0.0,-119.25,74.4,-40.656,0.0,0.0,0.0,0.0,0.0,0.0,119.25,-74.4,40.656
1775645535.3434668,0.0,0.0,0.0,-119.25,74.4,-40.656,0.0,0.0,0.0,0.0,0.0,0.0,119.25,-74.4,40.656
1775645535.393455,0.0,0.0,0.0,-119.25,74.4,-40.656,0.0,0.0,0.0,0.0,0.0,0.0,119.25,-74.4,40.656
1775645535.4435036,0.0,0.0,0.0,-118.8,74.55,-40.898,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.55,40.898
1775645535.493494,0.0,0.0,0.0,-118.8,74.55,-40.898,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.55,40.898
1775645535.5435,0.0,0.0,0.0,-118.8,74.55,-40.898,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.55,40.898
1775645535.5934694,0.0,0.0,0.0,-118.8,74.55,-40.898,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.55,40.898
1775645535.6434171,0.0,0.0,0.0,-118.65,73.8,-41.866,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-73.8,41.866
1775645535.6934936,0.0,0.0,0.0,-118.65,73.8,-41.866,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-73.8,41.866
1775645535.7434676,0.0,0.0,0.0,-118.65,73.8,-41.866,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-73.8,41.866
1775645535.7934954,0.0,0.0,0.0,-118.65,73.8,-41.866,0.0,0.0,0.0,0.0,0.0,0.0,118.65,-73.8,41.866
1775645535.8434136,0.0,0.0,0.0,-118.8,74.25,-40.898,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.25,40.898
1775645535.8935149,0.0,0.0,0.0,-118.8,74.25,-40.898,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.25,40.898
1775645535.943466,0.0,0.0,0.0,-118.8,74.25,-40.898,0.0,0.0,0.0,0.0,0.0,0.0,118.8,-74.25,40.898
