time,Bx_target,By_target,Bz_target,Bx_meas,By_meas,Bz_meas,PWM_base_x,PWM_base_y,PWM_base_z,PWM_x,PWM_y,PWM_z,err_x,err_y,err_z
1775653080.5994694,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.649576,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.6996071,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.7495732,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.7994878,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.8495953,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.899475,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.9495356,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653080.99957,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.0495448,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.0996704,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.149517,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.1995757,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.2494843,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.2994924,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.3494952,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.3995128,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.449501,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.4995158,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.5496664,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.5994706,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.6496186,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.6995876,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.7494595,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.7995512,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.849517,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.8995545,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.94953,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653081.9995136,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653082.0495155,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653082.0994837,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653082.1495535,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653082.1995478,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653082.2495413,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
1775653082.2995148,0.0,0.0,0.0,-125.7,74.25,-42.108,0.0,0.0,0.0,0.0,0.0,0.0,125.7,-74.25,42.108
